Coordonnees,Categorie,activities_name
"{""type"":""Point"",""coordinates"":[-4.0661719,5.4487703]}",Coiffeurs(ses),Salon De Coiffure Femme
"{""type"":""Point"",""coordinates"":[-4.0504467,5.4518015]}",Coiffeurs(ses),Horty De Beaute
"{""type"":""Point"",""coordinates"":[-4.0502147,5.4519844]}",Coiffeurs(ses),Atelier De Coiffure
"{""type"":""Point"",""coordinates"":[-4.0501155,5.4520078]}",Accessoires de beaute,"Nouvel Hair, Coiffure Homme"
"{""type"":""Point"",""coordinates"":[-4.0534978,5.4515011]}",Coiffeurs(ses),"Jolyn Beaute,Salon De Coiffure Dame"
"{""type"":""Point"",""coordinates"":[-4.0530859,5.4509594]}",Coiffeurs(ses),God Coiffure Hommes
"{""type"":""Point"",""coordinates"":[-4.0526046,5.4504231]}",Coiffeurs(ses),Aidara Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0235522,5.4277797]}",Coiffeurs(ses),Jps Coiffure Hommes
"{""type"":""Point"",""coordinates"":[-4.072925,5.4543554]}",Coiffeurs(ses),"Le Fair-Play, Salon De Coiffure"
"{""type"":""Point"",""coordinates"":[-4.0745732,5.4565155]}",Accessoires de beaute,"Kylis Institut, Institut De Beaute Dame"
"{""type"":""Point"",""coordinates"":[-4.0723617,5.4488751]}",Coiffeurs(ses),"Queen Institut, Coiffure Et Esthetique"
"{""type"":""Point"",""coordinates"":[-4.0726745,5.446986]}",Accessoires de beaute,"Jenni'S , Coiffure Et Esthetique"
"{""type"":""Point"",""coordinates"":[-4.0726283,5.4468698]}",Coiffeurs(ses),"Magic Coiffure, Hommes"
"{""type"":""Point"",""coordinates"":[-4.071824,5.4451997]}",Accessoires de beaute,Salon De Beaute Notre Dame De La Visitation
"{""type"":""Point"",""coordinates"":[-4.0719467,5.4439084]}",Accessoires de beaute,"Ness Slim Beauty, Salon De Beaute Dame"
"{""type"":""Point"",""coordinates"":[-4.0731295,5.441029]}",Coiffeurs(ses),"Gys Coiffure, Hommes"
"{""type"":""Point"",""coordinates"":[-4.0733629,5.4408671]}",Accessoires de beaute,"Ramoushka Cosmetik, Vente De Produits De Beaute"
"{""type"":""Point"",""coordinates"":[-4.0547317,5.4462531]}",Coiffeurs(ses),Salon De Coiffure Dames
"{""type"":""Point"",""coordinates"":[-4.0560586,5.4464039]}",Accessoires de beaute,Cordonnier
"{""type"":""Point"",""coordinates"":[-4.0578101,5.447538]}",Accessoires de beaute,"La Maison Du Teint, Spa"
"{""type"":""Point"",""coordinates"":[-4.0650205,5.4557552]}",Coiffeurs(ses),"Klass'C, Coiffure Homme"
"{""type"":""Point"",""coordinates"":[-4.0494895,5.4529363]}",Accessoires de beaute,"Barak Beaute, Salon De Beaute"
"{""type"":""Point"",""coordinates"":[-4.0500578,5.4458819]}",Coiffeurs(ses),"Klass Coiffure, Hommes"
"{""type"":""Point"",""coordinates"":[-4.0506979,5.4472091]}",Coiffeurs(ses),Moka Shop Hair
"{""type"":""Point"",""coordinates"":[-4.0507228,5.4473057]}",Accessoires de beaute,Seyen Soins De Beaute
"{""type"":""Point"",""coordinates"":[-4.0512326,5.4481418]}",Coiffeurs(ses),Kery Center Salon De Coiffure
"{""type"":""Point"",""coordinates"":[-4.0501691,5.4461242]}",Coiffeurs(ses),Lyly Fashion
"{""type"":""Point"",""coordinates"":[-4.050786,5.4474105]}",Accessoires de beaute,Klam Boutique
"{""type"":""Point"",""coordinates"":[-4.0540878,5.4541218]}",Accessoires de beaute,Aliyah Beaute
"{""type"":""Point"",""coordinates"":[-4.0544131,5.4544642]}",Accessoires de beaute,Rina Khyn Institut
"{""type"":""Point"",""coordinates"":[-4.0545411,5.4529663]}",Accessoires de beaute,Syrad Beauty
"{""type"":""Point"",""coordinates"":[-4.0508491,5.4551564]}",Accessoires de beaute,Mary Cofa
"{""type"":""Point"",""coordinates"":[-4.0502194,5.4535083]}",Coiffeurs(ses),Artisan Coiffeur
"{""type"":""Point"",""coordinates"":[-4.0472066,5.4548587]}",Coiffeurs(ses),Yoyo Fashion Air
"{""type"":""Point"",""coordinates"":[-4.0448315,5.4563313]}",Accessoires de beaute,Nail Eden
"{""type"":""Point"",""coordinates"":[-4.0438841,5.459556]}",Coiffeurs(ses),Fabulous Air
"{""type"":""Point"",""coordinates"":[-4.0456791,5.4606491]}",Coiffeurs(ses),Dolby Coiffure
"{""type"":""Point"",""coordinates"":[-4.0462974,5.4580855]}",Coiffeurs(ses),Salon De Coiffure Germ'S Beaute
"{""type"":""Point"",""coordinates"":[-4.0441992,5.4564267]}",Accessoires de beaute,La Maison Des Cils
"{""type"":""Point"",""coordinates"":[-4.0498433,5.461126]}",Accessoires de beaute,Sakina Shop
"{""type"":""Point"",""coordinates"":[-4.0731758,5.4532834]}",Accessoires de beaute,Glamrous House & Spa
"{""type"":""Point"",""coordinates"":[-4.0722343,5.452995]}",Coiffeurs(ses),Sabine Coiffure
"{""type"":""Point"",""coordinates"":[-4.0714967,5.4511954]}",Accessoires de beaute,N'Zarama Beauty
"{""type"":""Point"",""coordinates"":[-4.0737022,5.4440796]}",Accessoires de beaute,Oxy Beauty Spa
"{""type"":""Point"",""coordinates"":[-4.0752652,5.4447738]}",Coiffeurs(ses),Mary Belle Hair Collection Artisan Perruquier
"{""type"":""Point"",""coordinates"":[-4.0505685,5.4475664]}",Coiffeurs(ses),Gys Coiffure
"{""type"":""Point"",""coordinates"":[-4.0505262,5.4475778]}",Accessoires de beaute,Institut Kris Beaute
"{""type"":""Point"",""coordinates"":[-4.0505196,5.4475176]}",Accessoires de beaute,Touche Finale
"{""type"":""Point"",""coordinates"":[-4.0503934,5.4475198]}",Accessoires de beaute,Beaute Et Esthetique
"{""type"":""Point"",""coordinates"":[-4.0438941,5.4448412]}",Accessoires de beaute,Institut De Beaute Divina
"{""type"":""Point"",""coordinates"":[-4.0275608,5.4336287]}",Coiffeurs(ses),Donald Coiffure
"{""type"":""Point"",""coordinates"":[-4.0290949,5.4350953]}",Accessoires de beaute,Rayon Tendance Beaute
"{""type"":""Point"",""coordinates"":[-4.0311858,5.4364447]}",Coiffeurs(ses),Foby'S Fashion
"{""type"":""Point"",""coordinates"":[-4.0286665,5.4352301]}",Coiffeurs(ses),Jiji Coiffure
"{""type"":""Point"",""coordinates"":[-4.02294,5.4288311]}",Accessoires de beaute,Institut De Beaute Le Gontougo
"{""type"":""Point"",""coordinates"":[-4.0286887,5.4348389]}",Accessoires de beaute,Dani'Elle Beaute
"{""type"":""Point"",""coordinates"":[-4.0312344,5.4364605]}",Coiffeurs(ses),Esperance Coiffure
"{""type"":""Point"",""coordinates"":[-4.0284406,5.4346615]}",Accessoires de beaute,Onglerie Querran La Merveille
"{""type"":""Point"",""coordinates"":[-4.0286256,5.4350632]}",Coiffeurs(ses),Anael
"{""type"":""Point"",""coordinates"":[-4.0460144,5.4551831]}",Accessoires de beaute,King Et Keen
"{""type"":""Point"",""coordinates"":[-4.0450736,5.4554475]}",Accessoires de beaute,Salma Spa
"{""type"":""Point"",""coordinates"":[-4.0449556,5.4554568]}",Accessoires de beaute,Plein Sud Beaute
"{""type"":""Point"",""coordinates"":[-4.0499572,5.4553787]}",Coiffeurs(ses),Coiffure
"{""type"":""Point"",""coordinates"":[-4.0518308,5.4553206]}",Coiffeurs(ses),Kam'S Salon De Coiffure
"{""type"":""Point"",""coordinates"":[-4.0482031,5.4502529]}",Coiffeurs(ses),Woodyn'S Salon De Coiffure
"{""type"":""Point"",""coordinates"":[-4.0491415,5.4499428]}",Coiffeurs(ses),Belle Rive Salon De Coiffure
"{""type"":""Point"",""coordinates"":[-4.047951,5.4491207]}",Accessoires de beaute,Manucla'S Institut De Beaute
"{""type"":""Point"",""coordinates"":[-4.0475352,5.4489665]}",Coiffeurs(ses),Onglerie Et Coiffure Doigts De Fee
"{""type"":""Point"",""coordinates"":[-4.0425664,5.4532287]}",Accessoires de beaute,Beauty Lounge Coiffure Jonglerie Massage
"{""type"":""Point"",""coordinates"":[-4.042777,5.4532046]}",Accessoires de beaute,Eumeraude Beaute
"{""type"":""Point"",""coordinates"":[-4.0476827,5.4516854]}",Coiffeurs(ses),Salon De Coiffure Mixte La Touche Pro
"{""type"":""Point"",""coordinates"":[-4.0447544,5.4515014]}",Coiffeurs(ses),Salon De Coiffure Mixte
"{""type"":""Point"",""coordinates"":[-4.046027,5.4512753]}",Accessoires de beaute,Beauty Times Institut
"{""type"":""Point"",""coordinates"":[-4.0481836,5.4508313]}",Coiffeurs(ses),Marijo Coiffure
"{""type"":""Point"",""coordinates"":[-4.0333074,5.4297476]}",Accessoires de beaute,Institut De Beaute Jmk
"{""type"":""Point"",""coordinates"":[-4.0332706,5.4297683]}",Accessoires de beaute,Le Passage Institut De Beaute
"{""type"":""Point"",""coordinates"":[-4.0311094,5.4311735]}",Accessoires de beaute,Cos'Y Institut De Beaute
"{""type"":""Point"",""coordinates"":[-4.0272099,5.4327515]}",Accessoires de beaute,Douce Heure Institut De Beaute
"{""type"":""Point"",""coordinates"":[-4.026984,5.4328706]}",Accessoires de beaute,Institut De Beaute Laura Sim'S
"{""type"":""Point"",""coordinates"":[-4.0322527,5.4307776]}",Accessoires de beaute,Institut Neriah Beaute
"{""type"":""Point"",""coordinates"":[-4.0287014,5.4313337]}",Coiffeurs(ses),Salon De Coiffure Homme Bien-Etre
"{""type"":""Point"",""coordinates"":[-4.0303201,5.4314772]}",Accessoires de beaute,Salon De Beaute
"{""type"":""Point"",""coordinates"":[-4.0327737,5.4302576]}",Accessoires de beaute,Salon De Beaute Miensah
"{""type"":""Point"",""coordinates"":[-4.0333088,5.4297613]}",Accessoires de beaute,Be One House- Makeup
"{""type"":""Point"",""coordinates"":[-4.0520494,5.4404315]}",Coiffeurs(ses),Mami Coiffure
"{""type"":""Point"",""coordinates"":[-4.0552741,5.4403948]}",Coiffeurs(ses),Dina Nails: Coiffure Et Onglerie
"{""type"":""Point"",""coordinates"":[-4.0567526,5.442846]}",Accessoires de beaute,Luxury Center Lavage Barber Manicure
"{""type"":""Point"",""coordinates"":[-4.0240497,5.4297311]}",Accessoires de beaute,Foruen: Coiffeur Barber Esthetique
"{""type"":""Point"",""coordinates"":[-4.0265563,5.4255074]}",Coiffeurs(ses),Rebecca Coiffure
"{""type"":""Point"",""coordinates"":[-4.0255394,5.4312813]}",Coiffeurs(ses),Grace Divine Coiffure
"{""type"":""Point"",""coordinates"":[-4.0596756,5.4378141]}",Coiffeurs(ses),La Belle Coiffure
"{""type"":""Point"",""coordinates"":[-4.0523766,5.4368556]}",Coiffeurs(ses),Ciel Coiffure
"{""type"":""Point"",""coordinates"":[-4.0529332,5.435399]}",Coiffeurs(ses),Taly Tresse
"{""type"":""Point"",""coordinates"":[-4.0483466,5.4463759]}",Coiffeurs(ses),Ib Coiffure
"{""type"":""Point"",""coordinates"":[-4.0479966,5.445681]}",Coiffeurs(ses),Salon De Coiffure Koffi Jean Design
"{""type"":""Point"",""coordinates"":[-4.0475754,5.4441984]}",Accessoires de beaute,Effi-Dis Relooking
"{""type"":""Point"",""coordinates"":[-4.0467426,5.4444908]}",Coiffeurs(ses),Nathalie Coiffure
"{""type"":""Point"",""coordinates"":[-4.0211134,5.4258725]}",Coiffeurs(ses),Original Coiffure
"{""type"":""Point"",""coordinates"":[-4.0404616,5.4388341]}",Accessoires de beaute,Babbi Beaute Coiffure
"{""type"":""Point"",""coordinates"":[-4.0791953,5.4373025]}",Coiffeurs(ses),Baby Center
"{""type"":""Point"",""coordinates"":[-4.0786998,5.4364777]}",Coiffeurs(ses),Alycia Beauty Sho Salon De Coiffure
"{""type"":""Point"",""coordinates"":[-4.0794119,5.4369667]}",Accessoires de beaute,Clem'S Beauty Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0802139,5.4369297]}",Accessoires de beaute,Divine Beaute
"{""type"":""Point"",""coordinates"":[-4.0812467,5.4358544]}",Accessoires de beaute,Vente De Pagne Et Accessoires
"{""type"":""Point"",""coordinates"":[-4.0825062,5.4356129]}",Accessoires de beaute,Salon De Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0810863,5.4378462]}",Coiffeurs(ses),Rahim Coiffure Mixte
"{""type"":""Point"",""coordinates"":[-4.0784785,5.4386365]}",Accessoires de beaute,Salon Coiffure Dame
"{""type"":""Point"",""coordinates"":[-4.0793107,5.4399636]}",Accessoires de beaute,Beaute Divine
"{""type"":""Point"",""coordinates"":[-4.0816784,5.4378315]}",Coiffeurs(ses),Elle Et Lui
"{""type"":""Point"",""coordinates"":[-4.0570825,5.4414976]}",Nettoyage a sec,Pressing Net Plus
"{""type"":""Point"",""coordinates"":[-4.057849,5.4409148]}",Nettoyage a sec,Pressing Deschamps
"{""type"":""Point"",""coordinates"":[-4.0578416,5.441071]}",Reparation de voitures,Garage Yao
"{""type"":""Point"",""coordinates"":[-4.057562,5.4413741]}",Nettoyage a sec,Gs Laverie
"{""type"":""Point"",""coordinates"":[-4.0573099,5.4415884]}",Reparation de voitures,Garages De Voiture
"{""type"":""Point"",""coordinates"":[-4.0567003,5.4416338]}",Reparation de voitures,Garage Auto
"{""type"":""Point"",""coordinates"":[-4.0558232,5.4415884]}",Produits de la mer,Poissonnerie D'Afrique
"{""type"":""Point"",""coordinates"":[-4.0565407,5.4411345]}",Produits de la mer,Poissonerie
"{""type"":""Point"",""coordinates"":[-4.0570101,5.4404108]}",Produits de la mer,Depot De Boisson
"{""type"":""Point"",""coordinates"":[-4.0563637,5.4394549]}",Reparation de voitures,Garage Dm
"{""type"":""Point"",""coordinates"":[-4.0560687,5.4389449]}",Reparation de voitures,1Er Feu Du Dokui
"{""type"":""Point"",""coordinates"":[-4.0561035,5.4386379]}",Reparation de voitures,Garage Mercedes
"{""type"":""Point"",""coordinates"":[-4.0484941,5.443868]}",Nettoyage a sec,Sequoia
"{""type"":""Point"",""coordinates"":[-4.049056,5.4460962]}",Nettoyage a sec,Zino Pressing
"{""type"":""Point"",""coordinates"":[-4.0519699,5.4577818]}",Nettoyage a sec,Net-Net Pressing
"{""type"":""Point"",""coordinates"":[-4.0505071,5.4606033]}",Nettoyage a sec,Big Star Pressing
"{""type"":""Point"",""coordinates"":[-4.0508612,5.4597509]}",Nettoyage a sec,Pressing Horizon
"{""type"":""Point"",""coordinates"":[-4.0511522,5.4595634]}",Nettoyage a sec,Wood'In Pressing
"{""type"":""Point"",""coordinates"":[-4.0510248,5.4586355]}",Nettoyage a sec,Elite Pressing
"{""type"":""Point"",""coordinates"":[-4.0505547,5.4571797]}",Reparation de voitures,Garage Adp
"{""type"":""Point"",""coordinates"":[-4.051173,5.4559308]}",Reparation de voitures,Cacomiaf
"{""type"":""Point"",""coordinates"":[-4.0537164,5.4563239]}",Reparation de voitures,Konate Garage
"{""type"":""Point"",""coordinates"":[-4.0543152,5.4559428]}",Reparation de voitures,Cool Service
"{""type"":""Point"",""coordinates"":[-3.9591712,5.2882012]}",Nettoyage a sec,Pressing Plus
"{""type"":""Point"",""coordinates"":[-3.9588674,5.2877619]}",Nettoyage a sec,Star Pressing
"{""type"":""Point"",""coordinates"":[-3.959017,5.289546]}",Nettoyage a sec,Holy Pressing
"{""type"":""Point"",""coordinates"":[-3.9596459,5.2886913]}",Nettoyage a sec,Delta Pressing
"{""type"":""Point"",""coordinates"":[-3.9607456,5.2876951]}",Nettoyage a sec,Pressing De L'Indenie
"{""type"":""Point"",""coordinates"":[-4.070399,5.4432475]}",Reparation de voitures,Garage Entente
"{""type"":""Point"",""coordinates"":[-4.0745907,5.4421972]}",Nettoyage a sec,Pressing
"{""type"":""Point"",""coordinates"":[-4.0777436,5.4316334]}",Cybercafes,Cyber
"{""type"":""Point"",""coordinates"":[-4.0550635,5.437435]}",Produits de la mer,Poissonnerie Le Petit Port
"{""type"":""Point"",""coordinates"":[-4.0564341,5.4397093]}",Nettoyage a sec,Eco Pressing
"{""type"":""Point"",""coordinates"":[-4.056476,5.4400026]}",Produits de la mer,Poissons De Cote D'Ivoire
"{""type"":""Point"",""coordinates"":[-4.0596159,5.4383842]}",Reparation de voitures,Garage Etoile
"{""type"":""Point"",""coordinates"":[-4.0596078,5.438507]}",Reparation de voitures,Autotech Ci
"{""type"":""Point"",""coordinates"":[-4.0516946,5.4358643]}",Produits de la mer,Poisson D'Afrique
"{""type"":""Point"",""coordinates"":[-4.0553197,5.443092]}",Reparation de voitures,Luba Express
"{""type"":""Point"",""coordinates"":[-4.0694194,5.4550029]}",Reparation de voitures,Garage Mecano Ganja Debo
"{""type"":""Point"",""coordinates"":[-4.0472254,5.4550403]}",Reparation de voitures,Magasin Pieces Honda Civic 2004
"{""type"":""Point"",""coordinates"":[-4.0537965,5.4552262]}",Reparation de voitures,Garage Auto
"{""type"":""Point"",""coordinates"":[-4.0510704,5.4596915]}",Reparation de voitures,Garaga Fofana
"{""type"":""Point"",""coordinates"":[-4.0508397,5.4606307]}",Reparation de voitures,Renault - Agence Rungis Auto
"{""type"":""Point"",""coordinates"":[-4.0478356,5.4528295]}",Cybercafes,Cybercafe
"{""type"":""Point"",""coordinates"":[-4.0456557,5.4425783]}",Reparation de voitures,Garage Speedy
"{""type"":""Point"",""coordinates"":[-4.0479013,5.4442959]}",Reparation de voitures,Pieces Detachees Chez Ali
"{""type"":""Point"",""coordinates"":[-4.0287831,5.4309779]}",Cybercafes,Cyber-Cafe
"{""type"":""Point"",""coordinates"":[-4.0287519,5.4307795]}",Nettoyage a sec,Pressing
"{""type"":""Point"",""coordinates"":[-4.0289676,5.4306263]}",Nettoyage a sec,Pressing La Paix
"{""type"":""Point"",""coordinates"":[-4.0310725,5.435414]}",Nettoyage a sec,Sainte Marie
"{""type"":""Point"",""coordinates"":[-4.030188,5.4334805]}",Produits de la mer,Poissonnerie
"{""type"":""Point"",""coordinates"":[-4.0261449,5.4229823]}",Produits de la mer,Poisonnerie
"{""type"":""Point"",""coordinates"":[-4.0221716,5.4252991]}",Nettoyage a sec,Les Laveries De La Joie
"{""type"":""Point"",""coordinates"":[-4.0218034,5.4267473]}",Cybercafes,Cybercafe Jordi
"{""type"":""Point"",""coordinates"":[-3.9560236,5.2928658]}",Reparation de voitures,Garage Auto
"{""type"":""Point"",""coordinates"":[-3.9551693,5.2881732]}",Nettoyage a sec,Pressing Dissa
"{""type"":""Point"",""coordinates"":[-4.0337158,5.4293362]}",Reparation de voitures,Garage Auto
"{""type"":""Point"",""coordinates"":[-3.9573942,5.3038285]}",Reparation de voitures,Garage Auto
"{""type"":""Point"",""coordinates"":[-3.9556327,5.3040956]}",Produits de la mer,Poissonnerie Le Mieli
"{""type"":""Point"",""coordinates"":[-3.9627268,5.3683857]}",Cybercafes,Cyber Grace Divine
"{""type"":""Point"",""coordinates"":[-3.973752,5.3368538]}",Nettoyage a sec,Blanchisserie
"{""type"":""Point"",""coordinates"":[-3.9904538,5.3570224]}",Reparation de voitures,Garage Auto Ina'S
"{""type"":""Point"",""coordinates"":[-3.9906563,5.3580158]}",Nettoyage a sec,Pressin Ayinta
"{""type"":""Point"",""coordinates"":[-3.98255,5.2986232]}",Cybercafes,Cyber Cafe
"{""type"":""Point"",""coordinates"":[-4.0733456,5.4630157]}",Cybercafes,Cyber Cafe
"{""type"":""Point"",""coordinates"":[-3.9704498,5.297621]}",Produits de la mer,Poisson Fume
"{""type"":""Point"",""coordinates"":[-3.9795382,5.3949784]}",Produits de la mer,Poissonnerie
"{""type"":""Point"",""coordinates"":[-4.0048009,5.3000778]}",Nettoyage a sec,Pressing
"{""type"":""Point"",""coordinates"":[-3.9988187,5.3652462]}",Produits de la mer,Poissonnerie
"{""type"":""Point"",""coordinates"":[-3.9988444,5.3652934]}",Nettoyage a sec,Clean Nettoyage
"{""type"":""Point"",""coordinates"":[-3.9704565,5.2983388]}",Nettoyage a sec,Beni
"{""type"":""Point"",""coordinates"":[-3.9761479,5.3919428]}",Reparation de voitures,Garage Auto
"{""type"":""Point"",""coordinates"":[-3.9777273,5.2926343]}",Reparation de voitures,Climation Generale
"{""type"":""Point"",""coordinates"":[-3.9776675,5.2926029]}",Reparation de voitures,Garage Auto
"{""type"":""Point"",""coordinates"":[-3.965031,5.3025636]}",Reparation de voitures,Climatisation Auto
"{""type"":""Point"",""coordinates"":[-3.9756753,5.273148]}",Cybercafes,Cyber Cafe
"{""type"":""Point"",""coordinates"":[-3.9644102,5.3539549]}",Cybercafes,Cyber Cafe
"{""type"":""Point"",""coordinates"":[-4.0031876,5.3397501]}",Nettoyage a sec,Pressing
"{""type"":""Point"",""coordinates"":[-3.9743507,5.3408082]}",Reparation de voitures,Garage Auto
"{""type"":""Point"",""coordinates"":[-3.9743619,5.3407891]}",Cybercafes,Cybercafe
"{""type"":""Point"",""coordinates"":[-3.9720699,5.3426158]}",Nettoyage a sec,Yasmine Pressing
"{""type"":""Point"",""coordinates"":[-3.9448668,5.3282156]}",Produits de la mer,Poisonnerie
"{""type"":""Point"",""coordinates"":[-3.9516415,5.3289859]}",Cybercafes,Cybercafe Saint Antoine De Padoue
"{""type"":""Point"",""coordinates"":[-3.9788885,5.3632148]}",Nettoyage a sec,Laverie
"{""type"":""Point"",""coordinates"":[-3.9797327,5.3676062]}",Nettoyage a sec,Sabe
"{""type"":""Point"",""coordinates"":[-3.9833929,5.3727448]}",Produits de la mer,Poissonnerie Du Banco Ii
"{""type"":""Point"",""coordinates"":[-3.9833047,5.3726579]}",Cybercafes,Cyber Cafe
"{""type"":""Point"",""coordinates"":[-3.985696,5.376673]}",Reparation de voitures,Garage Loue Et Freres
